BIOBASE accession	HGNC	Illumina	
GN000007739	PGF	0007100021;ILMN_1809813	
GN000162038	CDK5RAP3	0002120075;0003440433;ILMN_1658579;ILMN_1812557;ILMN_3307950;ILMN_2383489	
GN000005313	MAP4K2	0006900452;ILMN_1723625	
GN000000481	COX15	0000540148;0006510025;ILMN_2292696;ILMN_1718309;ILMN_1722481	
GN000165322	SERP2	ILMN_1696767	
GN000082670	NEXN	0004920136;ILMN_1783276	
GN000076200	RPAP3	0000770215;ILMN_2165985;ILMN_1766916	
GN000160868	UBR1	0003830739;ILMN_1795964;ILMN_1712313	
GN000000383	S100A4	0004540717;ILMN_1684306;ILMN_1688780	
GN000618639	PLEKHD1	0103940538;0003780017;ILMN_1694359;ILMN_1818256	
GN000049804	FCN2	0007050070;ILMN_1714057;ILMN_1793504	
GN000049567	CPA3	0006350204;ILMN_1766551	
GN000079977	YIF1B	0003130471;ILMN_1758055;ILMN_2363668;ILMN_1740386	
GN000001663	TRPC4AP	0005130072;ILMN_2402806;ILMN_2402805;ILMN_1742689	
GN000007383	CEACAM5	0006650075;ILMN_1670959	
GN000094436	SYT10	0001780673;ILMN_1731958	
GN000050682	TMPRSS15	0002650079;ILMN_1695969;ILMN_2220845	
GN000008154	RCAN1	0003520497;ILMN_1711794;ILMN_1712112;ILMN_1814135;ILMN_2367239;ILMN_2290338	
GN000156435	PHLDB1	0102970576;0002650113;ILMN_1666819	
GN000162621	LRRCC1	ILMN_2281881;ILMN_1799999	
GN000297212	SMIM10L2B	ILMN_1661066;ILMN_3246830	
GN000124404	MALRD1	0002230687;0006550592;ILMN_3191913;ILMN_3235727;ILMN_3298065;ILMN_3268380;ILMN_3230789	
GN001089870	MEIKIN	0105900671;ILMN_1692466	
GN000080202	PIK3IP1	0103870020;0002640050;ILMN_1719986	
GN000003446	EDNRA	0004590079;ILMN_1796629	
GN000163860	C9orf43	0002900593;ILMN_1796499	
GN000156495	CNKSR2	0000430279;ILMN_1795756	
GN000000624	HLA-F	ILMN_1762861	
GN000080319	QRFPR	0006770706;ILMN_1692456;ILMN_2221336;ILMN_3241626	
GN000156492	ABHD2	0004050347;ILMN_1785389;ILMN_1723662;ILMN_2403446	
GN001044572	TBC1D3L	0002320102;ILMN_3305887;ILMN_3299800;ILMN_2153679	
GN000043369	ST8SIA5	0100770068;0003190039;ILMN_1735584	
GN000049852	GABRA4	0004560398;ILMN_1801408	
GN000078407	GATA5	0002350148;ILMN_1760153	
GN000163641	OR1K1	0004850112;ILMN_1716249;ILMN_1752070	
GN000158449	SOST	0003390347;ILMN_1781242;ILMN_1700705	
GN000005483	RGS3	0002510372;0001660487;0005360176;0002230440;ILMN_1665305;ILMN_1772483;ILMN_1763371;ILMN_1728711;ILMN_1724349;ILMN_1731478;ILMN_2248655;ILMN_2260224	
GN000550088	XAGE1B	0002900450;0000730372;0002680725;ILMN_1757427;ILMN_1782501;ILMN_1680612;ILMN_2258977;ILMN_2343774;ILMN_1691494;ILMN_1672582;ILMN_3305152;ILMN_1678116;ILMN_3299047;ILMN_1695234;ILMN_2258982	
GN000001175	HACD1	0004560026;ILMN_1725791	
GN000051295	CSRP3	0004730154;ILMN_1796269	
GN000001012	ZNF221	0005340440;ILMN_1688765	
GN000004749	SH3GL2	0006660017;ILMN_1661491	
GN000006942	AP1G2	0102450411;0003360706;0003440017;ILMN_1754179;ILMN_1758829;ILMN_1758299;ILMN_2276598	
GN000165235	C14orf37	0105890093;ILMN_2138745;ILMN_1796377	
GN000043539	PLXNA2	0005050524;ILMN_1844408;ILMN_1680617	
GN000164969	PLET1	0100070717;0005050102;ILMN_1799053	
GN000110664	FAM180B	0102100278;0000520451;ILMN_1778154	
GN000297219	POU5F1P4	ILMN_1660709	
GN000162452	OSBPL6	0003120315;0006980050;0003120711;ILMN_1783022;ILMN_1756935;ILMN_1763561	
GN000158169	RPS23	0005550048;ILMN_1652073;ILMN_1772459	
GN000162755	INO80	0001940647;0002470739;ILMN_1678362;ILMN_1799387;ILMN_3248343	
GN000049447	CD7	0002680500;ILMN_1792538	
GN000051282	LRP12	ILMN_2092441;ILMN_1732958	
GN000061734	KRT24	0000450242;ILMN_1770663	
GN000160311	G2E3	0003450670;ILMN_1680643	
GN000003679	CASP7	0004070440;0000070390;ILMN_1723766;ILMN_2362974;ILMN_1730332;ILMN_2373763	
GN000897479	FRG1CP	ILMN_1705496;ILMN_3236543;ILMN_1724230	
GN000008718	APBB1	0003780047;0005360121;0001660017;ILMN_1713130;ILMN_1699646;ILMN_1796271;ILMN_1769918	
GN000004834	CDC42EP4	0005700170;ILMN_1745223	
GN000164574	LINC01465	0000870433;ILMN_1773927;ILMN_1781478	
GN000065211	POLR1E	0006420373;ILMN_2110167;ILMN_1678934	
GN000228854	GTSCR1	0100520176;ILMN_1708004;ILMN_1701357	
GN000050500	PALM	0006420010;ILMN_1812031;ILMN_2283185;ILMN_2387214	
GN000010636	SMYD3	0004210707;ILMN_1741954	
GN000009148	UCHL1	0006980112;ILMN_1757387	
GN000162630	TANC1	0106040215;0001450047;ILMN_1772278	
GN000005264	IRS1	0003850373;ILMN_1759232	
GN000159790	TRAPPC12	0002630288;ILMN_1845157;ILMN_1693317	
GN000157930	MYO6	0003710603;ILMN_1727080	
GN000165058	SVBP	0002350025;ILMN_2050023;ILMN_1801283	
GN000082037	MYEOV2	0005080408;ILMN_1791171	
GN000071150	TM6SF2	0103610722;ILMN_1757757;ILMN_1706419;ILMN_1686951	
GN000157999	PCM1	ILMN_1690487	
GN000007425	MET	0000380164;ILMN_1715175	
GN000004301	TCF7	0002350242;ILMN_1683986;ILMN_2367141;ILMN_1677846;ILMN_1707005;ILMN_1676470	
GN000129333	PCGEM1	ILMN_3243375	
GN000001882	LUC7L2	0000070671;ILMN_1849794;ILMN_1747099	
GN000000588	GNS	0004590594;ILMN_1744517	
GN000162726	FSTL1	0004540575;ILMN_2201678;ILMN_1715426	
GN000050217	LDHC	0003800184;ILMN_2326324;ILMN_1745043	
GN000160143	BANP	0005690520;0105900438;ILMN_1872641;ILMN_1680685;ILMN_1663631;ILMN_1701216	
GN000043504	OLFM1	0004060541;0001090242;0001090463;ILMN_1714709;ILMN_1729686;ILMN_1742025	
GN000000932	SLC22A2	0004050670;ILMN_2334193;ILMN_1762410	
GN000078232	CHCHD6	0004560239;ILMN_1785161	
GN000003191	NR2E1	0002510035;ILMN_1738580;ILMN_2094294	
GN000158842	SCO2	0001340390;ILMN_1811522;ILMN_1701621;ILMN_1690939	
GN000228843	TMEM213	0106180079;0004230537;ILMN_1739126	
GN000057440	MID2	0004560402;0006900685;ILMN_1760180;ILMN_2382648;ILMN_2264597;ILMN_1707793	
GN000116463	OR10H5	ILMN_1764050;ILMN_2188384	
GN000079084	RERG	0005570170;ILMN_1746359	
GN000002358	ITGA2B	0003610064;ILMN_1721888;ILMN_1747248	
GN000007799	MYOD1	0004850551;ILMN_1740048	
GN000007534	TBX3	0002650148;0005570348;0002320504;ILMN_1701393;ILMN_1713449	
GN000081709	DQX1	0004780427;ILMN_1770502	
GN000163134	TIMD4	0000610017;ILMN_1750678	
GN000160302	GOLGA2P5	0104010603;0003870315;ILMN_1726505;ILMN_1696670	
GN000085676	SRRM3	0002900053;0104670039;ILMN_1859113;ILMN_1717265	
GN000158872	DNAL4	0004070286;ILMN_1801845	
GN000160637	LRRC7	0105910121;0006020095;ILMN_1816174;ILMN_1810593	
GN000540834	COLCA2	0001400397;ILMN_1658318	
GN000159356	AMOT	0005390433;ILMN_1792409	
GN000005175	MNX1	0001340040;ILMN_1697812;ILMN_1730813;ILMN_3240365	
GN000000503	CYP2A7	0004610181;ILMN_1779051;ILMN_2408764	
GN000003550	GAB1	0000460341;0105270750;ILMN_1666910;ILMN_1781672	
GN000009394	PPP1CA	0006290129;ILMN_1695827;ILMN_2377980	
GN000085729	CATSPERD	0001230348;ILMN_3243788;ILMN_1702739;ILMN_1655303	
GN000061272	KCTD3	0006550484;ILMN_2134555;ILMN_1800220	
GN000004775	HGS	0005130048;ILMN_1715994	
GN000159166	RNF24	0006840671;ILMN_1717809	
GN000160015	MTMR12	0006400440;ILMN_1802831	
GN000007702	HTR1B	0000510672;ILMN_1814206	
GN000228944	FAM110C	0100780309;ILMN_2090641	
GN000058481	FAM149A	ILMN_1786278;ILMN_2390544	
GN000160138	GEMIN8	0006180131;ILMN_2364088;ILMN_1748116	
GN000002307	SCRN3	0002230100;ILMN_2116516;ILMN_1699844	
GN000001102	AKR1C3	0000430168;ILMN_1713124	
GN000616053	SERPINE3	ILMN_3242398	
GN000000320	CCNG2	0002640288;ILMN_1747244;ILMN_1879480	
GN000163786	VPS37D	0005670358;ILMN_1692865	
GN000001625	DNAJB5	0001230458;ILMN_1671235;ILMN_1724221;ILMN_1794056;ILMN_1663722	
GN000162528	SFT2D3	0002650438;ILMN_1765746	
GN000051919	TATDN2	0001050347;ILMN_1734138	
GN000162085	ZNF436	0001050279;ILMN_2266762;ILMN_2357781;ILMN_1688407;ILMN_1714473	
GN000000721	NCBP1	0006590673;ILMN_1777528	
GN000000836	PSMB5	0003610041;ILMN_1744649	
GN000091811	TRABD2A	0001090332;ILMN_3235176	
GN000228825	FAM186A	ILMN_1653092;ILMN_1666984	
GN000051095	TTC4	0003990551;ILMN_1678140	
GN000116424	OR11H6	0000580619;ILMN_1752218	
GN000010798	SF3A1	0004210091;ILMN_1697286	
GN000003052	CIITA	0005550717;ILMN_1773363;ILMN_1663704	
GN000116442	OR4C16	0006660088;ILMN_1691811	
GN000165316	ZSCAN23	0001940341;ILMN_3244501	
GN000614194	PNMA6A	0005050594;ILMN_1759613	
GN000090124	ITPRIPL1	0002370672;ILMN_1788240;ILMN_1772383;ILMN_1798373	
GN000050150	KCNJ15	0005720110;0003130358;ILMN_2396903;ILMN_1675756;ILMN_1659770	
GN000058222	PSD3	0001170270;0004050427;ILMN_1673160;ILMN_1717477;ILMN_1658243;ILMN_1656915	
GN000061842	NUDT4	0003940538;ILMN_1706378;ILMN_1794976;ILMN_2353997	
GN000158499	HYAL3	0006180746;ILMN_1667432	
GN000898342	SMIM17	0005900452;ILMN_1736295	
GN000126613	TMEM30B	0002850576;ILMN_1752935	
GN000079624	CACFD1	0004010672;ILMN_1814856	
GN000090588	POM121L12	0002940066;ILMN_1737131	
GN000009317	INPP5D	0000360068;ILMN_1744212;ILMN_1676783;ILMN_1749920	
GN000162298	EIF2A	0003360731;ILMN_1733305	
GN000158440	MFAP5	0005270168;ILMN_1733415	
GN000003756	PRKRA	0000580603;ILMN_1758474	
GN000159889	GPR89B	0004120072;ILMN_1804539;ILMN_2116594;ILMN_1696510	
GN000164872	BTBD8	0001410064;ILMN_2049900;ILMN_1796773	
GN000157848	LGALS7	0004780594;ILMN_3243690	
GN000001803	MRPS7	0004230647;ILMN_1813389	
GN000006525	RABEP1	0003290181;ILMN_1719622	
GN000052061	KCNK7	ILMN_2304577	
GN000163322	RHEBL1	0000770110;ILMN_1721029	
GN000199342	PRAMEF19	0004590519;0103390563;ILMN_1762253;ILMN_3300849;ILMN_3227049	
GN000540730	MIR575	ILMN_3309153	
GN000043316	LYPD3	0106510672;ILMN_1739605	
GN000085287	TEX29	0002570156;ILMN_2042792;ILMN_1798598	
GN000159869	PHF21A	0006420632;ILMN_1699496	
GN000158946	CEPT1	0004810162;ILMN_2266309;ILMN_1676588;ILMN_1674405;ILMN_2356838;ILMN_1771332	
GN000009267	SOX8	0002060452;ILMN_1789244	
GN000078930	ACCS	0004590451;ILMN_2154287;ILMN_1757950;ILMN_3187680	
GN000091003	TPRG1L	0001090070;ILMN_1727479	
GN000061953	RETSAT	0000360402;ILMN_1789961;ILMN_1702633	
GN000156051	FZD5	0006840465;ILMN_1798971	
GN000078139	C3orf20	0001050138;ILMN_1684188	
GN000614423	NEMP2	0007050451;ILMN_3244954;ILMN_1855797	
GN000085319	ZNF441	0000770132;ILMN_1799529	
GN000009281	TFEC	0000050575;0100630725;ILMN_1711332;ILMN_2381468;ILMN_1687749	
GN000001253	ZSCAN12	0003440471;ILMN_1786281	
GN000162799	SPATC1L	ILMN_1716838	
GN000008653	MAF	0001500020;ILMN_1722206	
GN000164839	WDR53	0001940438;ILMN_1724986;ILMN_1655203	
GN000080189	SCGB3A1	0004590239;ILMN_1679666	
GN000001983	PRPF38B	0000670095;ILMN_1799299	
GN000297422	SPDYE7P	0002030377;ILMN_1665985;ILMN_1657472;ILMN_2144352;ILMN_1678827	
GN000159967	DPM3	0000070471;ILMN_2376408;ILMN_2402674;ILMN_1673323	
GN000616708	C19orf81	ILMN_1703088	
GN000062248	C19orf66	0000110593;ILMN_1750400	
GN000002387	IFNB1	ILMN_1682245	
GN000001279	TOX4	0006620092;ILMN_1743131	
GN000156256	MYH10	0002570411;ILMN_1815154	
GN000050681	KLK7	0006370239;ILMN_1745570	
GN000062084	CXorf57	0004050041;ILMN_1703279	
GN000051425	LGR5	0002450279;ILMN_1702310	
GN000303577	MIR1305	ILMN_3310603	
GN000082761	SLFN13	0001190056;ILMN_1704967;ILMN_2215862	
GN000005672	MN1	0004060707;ILMN_2111237;ILMN_1732197	
GN000002097	C8orf4	0003190008;ILMN_1656369	
GN000090267	LCE1C	0005890037;ILMN_1709423;ILMN_3236932	
GN000613534	MCIDAS	0003840113;ILMN_1683497	
GN000127498	CLLU1	ILMN_2108865;ILMN_1774237	
GN000002192	SPCS3	0002760148;ILMN_1667707	
GN000063882	LRFN1	0004280132;ILMN_3247653	
GN000163206	MPLKIP	0002970017;ILMN_2183885;ILMN_1745119	
GN000618541	WDR82	0000870164;ILMN_1679655;ILMN_3308153	
GN000005473	RASA3	0002340546;ILMN_1654586	
GN000162582	UBASH3B	0004670402;ILMN_1653856;ILMN_3249435	
GN000199113	TRAPPC3L	ILMN_3246699;ILMN_3259726	
GN000156306	ZCCHC11	0002480408;ILMN_2373099;ILMN_1655137	
GN000061356	GMIP	0002100082;ILMN_1653894;ILMN_1805693	
GN000159536	EPC2	0003390592;ILMN_1656496	
GN000303641	MIR1255B2	ILMN_3311130	
GN000002550	APOC3	0000510019;ILMN_1722070	
GN000161927	ZC3H14	0006380577;ILMN_1686414;ILMN_2335669;ILMN_1714805;ILMN_1693555;ILMN_1768076;ILMN_1785292	
GN000000581	GJA4	0005420605;ILMN_1671106	
GN000164791	PMPCA	0005550091;ILMN_1764239	
GN000162595	UBL7	0103120471;0001990736;ILMN_1653646;ILMN_1733991	
GN000001167	RRP9	ILMN_1689972	
GN000157823	KIF5B	0002120131;ILMN_1788160	
GN000058851	DHDH	0000770253;ILMN_1689200	
GN000001324	DHRS9	0004850338;0001450037;ILMN_1733998;ILMN_2384181;ILMN_2281502	
GN000086142	GSTA5	0004150193;ILMN_1788122	
GN000165254	TSPYL6	0005340091;0105900358;ILMN_1701264	
GN000614566	TMEM233	ILMN_3242676	
GN000079590	MYRF	0002100632;ILMN_1811437	
GN000160754	SNIP1	0003840438;ILMN_1651278	
GN000004703	ITGB5	ILMN_1701619;ILMN_1796755;ILMN_1761674;ILMN_2311166;ILMN_1668374	
GN000110643	OR5AP2	0001940075;ILMN_1780952	
GN000050251	TACSTD2	ILMN_1739001;ILMN_1801274	
GN000157380	ASNA1	0003170725;ILMN_1657571	
GN000005798	AIMP2	0002480577;ILMN_1673252	
GN000007215	DMAP1	0005910025;ILMN_2328813;ILMN_1773885	
GN000160128	RHBDL2	ILMN_2053536;ILMN_2053538;ILMN_1896093	
GN000083642	KIFC2	0006110390;ILMN_1803018	
GN000297647	LCN1P2	0000130100;ILMN_1716872	
GN000050373	MYBPH	0004920039;ILMN_1705297	
GN000297493	RNF126P1	ILMN_1777971;ILMN_2174045;ILMN_1737698	
GN000302184	MIR422A	ILMN_3310396	
GN000001266	URB2	0001450242;0106180056;ILMN_3249406;ILMN_1696556	
GN000297356	LINC00173	0106760138;ILMN_3311165;ILMN_3311190;ILMN_1732143	
GN000163757	ZNF417	ILMN_1760294;ILMN_1710718	
GN000162400	CMSS1	0004010358;ILMN_2215545	
GN000544543	CKS1BP6	ILMN_3293182	
GN000004527	RAP2B	0002630706;ILMN_2229839;ILMN_1677590	
GN000160768	MIIP	0004070324;ILMN_1811285;ILMN_1803911	
GN000076225	GAL3ST4	0002350239;ILMN_1693452	
GN000163760	ZNF565	0001990154;ILMN_2310019	
GN000080236	HSPA12B	0000380400;ILMN_1676897	
GN000159037	ZNF273	ILMN_2346562;ILMN_1775073	
GN000081599	ZNF431	0002760044;ILMN_1804820	
GN000087817	HEXDC	0000630047;ILMN_1741180	
GN000158289	DYNLT1	0003990711;ILMN_1678766	
GN000302710	MIR516A1	ILMN_3308400	
GN000000901	RPS28	0004120068;ILMN_1651228	
GN000000994	UGT2B10	0000050154;ILMN_1742444	
GN000008903	RNF216	0006940152;ILMN_1729980;ILMN_1802371	
GN000001180	XPR1	0000460095;ILMN_1798030;ILMN_3250032;ILMN_2104106	
GN000061492	CMPK1	0002320528;ILMN_2104877;ILMN_1738642	
GN000051541	ST3GAL5	0006020132;ILMN_2388701;ILMN_1713496	
GN000052201	N4BP2L2	0006100095;0000870369;ILMN_1737561;ILMN_1797893;ILMN_3234226	
GN000160067	BNC2	0105570152;ILMN_1656373	
GN000164848	ANKDD1A	0006940471;ILMN_1813139	
GN000160605	HHATL	ILMN_1691355	
GN000198878	TBC1D25	0006550504;ILMN_1768491;ILMN_1681855	
GN000157701	GOLGB1	0104730110;0001050110;ILMN_1747935	
GN000156396	CCDC85B	0004590170;ILMN_1657332	
GN000001438	ALDH1L1	0105720132;0000730056;0004150369;ILMN_1802167	
GN000159345	DNAJC9	0006020168;ILMN_1799516	
GN000051330	HIST3H3	0006520300;ILMN_1707173	
GN000164211	TUSC5	0004780524;ILMN_1776852	
GN000157342	SLC39A4	0006100400;0000110181;0000780026;ILMN_1694801;ILMN_1715668	
GN000615642	PCDHGA9	0005910110;ILMN_1711283	
GN000154519	PGM2L1	ILMN_1716265	
GN000005037	EREG	0001990397;ILMN_1657248	
GN000092266	ZFP69	0006520064;ILMN_1681367;ILMN_1661527	
GN000050109	IMPG1	0002850446;ILMN_2226973	
GN000158539	SSNA1	0000630338;ILMN_1715705	
GN000091678	GNPNAT1	0003520162;ILMN_1786698;ILMN_1686235	
GN000160532	ADAMTS9	0001740458;0004780711;0004590671;0004590722;ILMN_1805543	
GN000049836	ADAM2	ILMN_1662675	
GN000085910	MAMDC2	0006510494;ILMN_1679391	
GN000160266	STYK1	0002360184;ILMN_2187206;ILMN_1802105	
GN000010845	DNAJC13	0002850204;ILMN_1828892;ILMN_1752281	
GN000163177	TYW3	0002190368;ILMN_1726842	
GN000062899	KLK12	0000050093;ILMN_1725912;ILMN_2411511	
GN000050136	KCNA5	0005270577;ILMN_1790508	
GN000092016	KRTAP10-9	ILMN_2125829;ILMN_1794879	
GN000051409	KCNAB2	0103130026;0001660735;0003060047;ILMN_1725496;ILMN_2342762	
GN000898602	AZIN1-AS1	0103780746;ILMN_1899940;ILMN_1874133	
GN000092267	RGPD1	ILMN_2056074;ILMN_2116827	
GN000005184	HOXB13	ILMN_1742677	
GN000000769	PCK2	0005690725;ILMN_1802699;ILMN_1671791;ILMN_1760649	
GN000164823	UBALD2	0001940292;ILMN_1833640;ILMN_1775498;ILMN_1782778	
GN000124974	ZNF808	ILMN_2116242	
GN000083698	SLC5A8	0004920215;ILMN_1811221	
GN000043652	N4BP3	0003830270;ILMN_1678531	
GN000085680	BEND7	0006130110;ILMN_3230853;ILMN_1723921;ILMN_3178043;ILMN_3230880	
GN000008302	CSNK1E	0002230044;0007050563;0106100082;ILMN_1808913;ILMN_1708858;ILMN_1724363;ILMN_2415235	
GN000052239	ATG7	0004760161;ILMN_1790978	
GN000004798		0000070156;0006550458;ILMN_1698803;ILMN_1672390;ILMN_1768110	
GN000163263	STARD4	0105220348;0005550601;ILMN_1716224	
GN000000794	SERPINI1	0002120017;ILMN_2207988;ILMN_1814333	
GN000303597	MIR1258	ILMN_3310543	
GN000076741	LIMD2	0005910048;ILMN_1673867	
GN000162152	RNF32	0000360746;ILMN_2215040;ILMN_1824722;ILMN_1801333;ILMN_2215043	
GN000158678	EIF2AK3	0000580563;ILMN_1724984	
GN000157711	GPR18	0006940097;ILMN_1780368	
GN000000345	CHRM1	0004050088;ILMN_1751689	
GN000162920	CIB3	0007100286;ILMN_1736013	
GN000051014	XCL2	0005390519;ILMN_1666257;ILMN_1718792	
GN000000685	MDH2	ILMN_2079004;ILMN_1694795	
GN000001367	CDIPT	0004210278;0004210113;ILMN_1770425;ILMN_1737003	
GN000540805	TRIM64B	0000770278;ILMN_3202093;ILMN_3220082	
GN000082629	SLC39A3	0006900097;ILMN_2234970;ILMN_1746986;ILMN_1763816;ILMN_1710543	
GN000160689	ZFYVE28	0007000035;ILMN_1763267	
GN000001504	SEC23IP	0000430093;ILMN_1690690	
GN000162776	TUBGCP6	0000430390;ILMN_1770203;ILMN_2412571;ILMN_1766803	
GN000003638	RIPK2	0003780242;ILMN_1758939	
GN000049439	CCK	0006420528;ILMN_1712943	
GN000160774	SRR	0005270048;ILMN_1753515	
GN000163674	TMEM263	0006370711;ILMN_1804611	
GN000003212	YWHAE	0001240019;ILMN_2252136;ILMN_1807535	
GN000199306	HIST2H4B	0005570082;ILMN_3238233;ILMN_1797905;ILMN_2115340;ILMN_1713436;ILMN_1704284	
GN000082814	CCDC138	0004150368;ILMN_1767260	
GN000062270	TMEM176A	0000870181;ILMN_1791511	
GN000001336	STX6	0000540603;ILMN_1777915;ILMN_2157951	
GN000615814	PCDHGB4	0002760014;ILMN_1719533	
GN000162463	WFIKKN1	0006020373;0004850139;ILMN_1809601;ILMN_1712705	
GN000000574	GBE1	0003060309;ILMN_1789702	
GN000001404	PDLIM5	0000520035;ILMN_2361478;ILMN_1692864;ILMN_1770224	
GN000092093	CCDC173	0005690368;ILMN_1655365	
GN000158952	SPON1	0000840338;ILMN_1791890	
GN000009294	AKNA	0000360148;ILMN_1770673	
GN000000263	NUDT2	0006980014;0003120019;ILMN_2349444;ILMN_1778347	
GN000010300	HLA-E	ILMN_1765258	
GN000004663	NOS1	0002360095;ILMN_1803030	
GN000008093	OSM	0001190575;ILMN_1780546	
GN000156683	TMEM259	0003290725;ILMN_2326282;ILMN_1698560;ILMN_1762439;ILMN_1703288	
GN000108489	UBL4B	0000770301;0003140402;ILMN_1806394	
GN000089289	TAS2R40	0002510056;ILMN_1760732	
GN000162867	C15orf57	0007100079;ILMN_1811264;ILMN_2042343;ILMN_1724487;ILMN_2413318;ILMN_1839576;ILMN_1745790	
GN000156673	MMP19	0002120315;0003780576;ILMN_1782953;ILMN_1683283;ILMN_1711062	
GN000160487	TCEAL7	0007000176;ILMN_2084043;ILMN_1753525	
GN000297048	BBIP1	ILMN_3226324	
GN000164981	DENND2C	0003830044;ILMN_2106573;ILMN_1815035	
GN000050020	HCRTR2	0002370348;ILMN_1678065	
GN000199390	SNORA5C	0005340193;ILMN_1809047;ILMN_3236942;ILMN_3246708	
GN000083566	MUC15	0002370735;ILMN_1793537	
GN000007686	GRM5	0004810273;ILMN_1688614;ILMN_1880146	
GN000082188	MAGEC3	0002340735;0004610066;0004010497;ILMN_1750895;ILMN_1659484;ILMN_1658623;ILMN_1709296	
GN000198867	GGTA1P	ILMN_2212780	
GN000008889	GATAD2B	0002470546;ILMN_1766359	
GN000080312	GPR101	0006370215;ILMN_1796431	
GN000160250	PI4K2B	ILMN_1815134;ILMN_2147471	
GN000002880	OTC	0002940102;ILMN_1749114	
GN000006424	PUM2	0002640133;ILMN_1728305;ILMN_1722345	
GN000051147	WNT10B	0001090204;ILMN_1712283	
GN000547851	BCYRN1	ILMN_1678757	
GN000161942	AGO3	0000670195;0000630315;0000430315;ILMN_1761049;ILMN_1809751;ILMN_2043173;ILMN_1723051;ILMN_1828216;ILMN_1888051	
GN000006335	ATP6V1E1	0003290397;ILMN_2339779;ILMN_1798485	
GN000001250	UTP14C	0006860390;ILMN_1660856;ILMN_1686645	
GN000616498	CDRT15L2	0004760377;ILMN_1672275	
GN000297564	GCNT6	0101980091;ILMN_1675168;ILMN_3190324	
GN000616746	ERVV-2	ILMN_1860939	
GN000160165	NRDE2	0003780091;ILMN_2374076	
GN000081542	ZNF618	0006420541;ILMN_1717094;ILMN_1739914	
GN000009132	PPIL2	0002480433;0007100082;0006660494;ILMN_1675273;ILMN_1729690;ILMN_1802872	
GN000079121	KRTAP3-3	0002940131;ILMN_3249210;ILMN_1662081	
GN000165003	FAM92B	0006650750;ILMN_1693071	
GN000057484	CD300A	0005860632;ILMN_1693552	
GN000001410	POLR3F	0002470022;ILMN_1673966	
GN000297174	CLEC4GP1	ILMN_1740502	
GN000163859	GCSAM	0004760458;ILMN_2388254;ILMN_1685948;ILMN_1667449	
GN000058541	GEMIN4	0006860687;ILMN_1770206	
GN000085268	RAB42	0006370278;ILMN_1794439;ILMN_2193717	
GN000158774	SNX19	0102350673;0005220056;ILMN_1788211;ILMN_1658456	
GN000615635	PCDHAC1	0003360050;0004730369;ILMN_1739776;ILMN_1791833;ILMN_2359078	
GN000156680	RAB31	0001410142;ILMN_1660691	
GN000161788	MMP28	0003390072;0000840170;ILMN_2399016;ILMN_1752952;ILMN_1791508	
GN000007491	BAZ1B	0001740465;0002970100;ILMN_1840122;ILMN_1680831;ILMN_1815475;ILMN_1696692	
GN000079118	KRTAP4-5	0000050037;ILMN_1659475	
GN000161767	TMEM106C	0006980040;ILMN_1692511	
GN000129173	C15orf56	0100050601;ILMN_2168276;ILMN_1682664	
GN001033952	MIR7112	0000130735;ILMN_1710994;ILMN_3239603	
GN000001369	TIMM23B	ILMN_1688818;ILMN_3242357	
GN000043925	PEX5	0002100369;ILMN_1660232	
GN000006540	LNX1	0006400152;0106040372;ILMN_1713841	
GN000001299	PARP3	0003360520;ILMN_1796682;ILMN_2397954;ILMN_1703411	
GN000616521	TMEM253	0006620270;ILMN_1778843;ILMN_3187462	
GN000297090	COX6A1P2	ILMN_1783636	
GN000164279	C3orf58	0005910519;ILMN_1797372	
GN000001394	AGPAT1	0000520373;0006940750;0002680435;ILMN_1779109;ILMN_1679520;ILMN_1697790;ILMN_1751657	
GN000007730	SH2D2A	0001240446;ILMN_1733874;ILMN_1766319	
GN000050155	KCNMB1	0002900369;ILMN_1652065	
GN000160727	RRAGD	0006350056;ILMN_1699772	
GN000003690	YWHAH	0004230452;ILMN_1728512	
GN000157737	HIST1H1E	0007050377;ILMN_1746435	
GN000003578	FBXW11	0005390341;0006400020;0005890156;ILMN_2394571;ILMN_2394576;ILMN_1735655;ILMN_1766983;ILMN_1796360	
GN000199048	SPATA3	0004060021;ILMN_1668708;ILMN_1740915	
GN000001428	RAI1	0003780338;0006860446;0003780064;ILMN_2060770;ILMN_1739810	
GN000002964	DLX5	ILMN_1759598	
GN000124596	DEFB121	ILMN_1677178	
GN000004883	ATP2A2	0003850129;0005900082;0003390528;ILMN_1655884;ILMN_1815666;ILMN_1687375	
GN000052336	SLC17A3	ILMN_1690979	
GN000077998	TMEM120A	0007050672;ILMN_1654516	
GN000049576	CPT1A	0000050161;ILMN_1687589;ILMN_1696316;ILMN_1710052	
GN000005304	MAP3K2	ILMN_1765122	
GN000008523	SOX2	0005900402;ILMN_2177156;ILMN_1658440;ILMN_1770635	
GN000158243	SNRPD3	0000450672;0004120064;ILMN_1794599;ILMN_2274240;ILMN_1722975	
GN000116493	OR5AU1	0006550364;ILMN_1790744	
GN000164693	ZCCHC2	0001170341;0000730746;ILMN_1678204;ILMN_1668028	
GN000163912	SCARF2	0002850040;ILMN_1655405;ILMN_2341006	
GN000087713	CERS3	0004120687;ILMN_1743142	
GN000158129	RIT1	0000840717;ILMN_1656335	
